STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,MEASURE,,EDUCATION_LEV,,EXP_SOURCE,,EXP_DESTINATION,,EXPENDITURE_TYPE,,PRICE_BASE,,UNIT_MEASURE,,Q_SHEET,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,DECIMALS,,BASE_PER,,Q_SHEET_ROW_ID,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NZL,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,20.7144745824817,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,DNK,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,28188.2346656153,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,EST,,FIN_PERSTUD,,ISCED11_4,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,23.5179236299768,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,LVA,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,37.2002940768605,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,ISL,,FIN_PERSTUD,,ISCED11_4,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,29.5413991860191,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,SVN,,FIN_PERSTUD,,ISCED11_34,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,24.0452649686636,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,HUN,,FIN_PERSTUD,,ISCED11_35,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,22.9327935232914,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,IRL,,FIN_PERSTUD,,ISCED11_5T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,16700.370818504,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NZL,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,23.9299593978224,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,SVN,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,19775.6327933335,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NLD,,FIN_PERSTUD,,ISCED11_5T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,35.2524687209174,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NOR,,FIN_PERSTUD,,ISCED11_4,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,37.2774998819171,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,POL,,FIN_PERSTUD,,ISCED11_4,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,5702.27886596444,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,SVK,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,17207.9391586549,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,SWE,,FIN_PERSTUD,,ISCED11_4,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,8982.68750872206,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,TUR,,FIN_PERSTUD,,ISCED11_3,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,13.9092605566828,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NOR,,FIN_PERSTUD,,ISCED11_34,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,28.4852553323386,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,LTU,,FIN_PERSTUD,,ISCED11_3,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,21.8819302567715,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,GBR,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,62.4883947717527,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,LUX,,FIN_PERSTUD,,ISCED11_35,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,29416.6826982453,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,TUR,,FIN_PERSTUD,,ISCED11_35,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,19.9369773044693,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,CZE,,FIN_PERSTUD,,ISCED11_35,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,28.4945035880747,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,AUT,,FIN_PERSTUD,,ISCED11_1,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,15414.7729141456,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,HUN,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,10782.414674874,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,ITA,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,12759.9411492034,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,ROU,,FIN_PERSTUD,,ISCED11_4,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,2310.30580998185,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,AUS,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,26.8031142907689,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,ITA,,FIN_PERSTUD,,ISCED11_5,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,9.28318637769694,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,POL,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,27.0693364671508,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,AUS,,FIN_PERSTUD,,ISCED11_5,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,11834.3668385801,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,GBR,,FIN_PERSTUD,,ISCED11_5,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,55.508205361968,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,IRL,,FIN_PERSTUD,,ISCED11_3,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,11597.9194963323,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,ESP,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,28.4348894808882,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,BGR,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,27.2669723498662,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,ITA,,FIN_PERSTUD,,ISCED11_5T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,13716.6964008447,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,ITA,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,27.6983066878661,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,EST,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,25.9739626263934,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,GBR,,FIN_PERSTUD,,ISCED11_35,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,26.0129234646139,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,LVA,,FIN_PERSTUD,,ISCED11_4,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,32.0791296577364,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,LUX,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,49.0030119058188,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,IRL,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,11.5214127122746,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,MEX,,FIN_PERSTUD,,ISCED11_34,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,3396.5512949435,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,ESP,,FIN_PERSTUD,,ISCED11_34,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,11618.5706919637,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,HRV,,FIN_PERSTUD,,ISCED11_5T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,30.0789504525314,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NLD,,FIN_PERSTUD,,ISCED11_5T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,23863.6286131829,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,OECD,,FIN_PERSTUD,,ISCED11_34,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,22.43547569,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,ITA,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,10964.7141738426,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,TUR,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,4194.43575080906,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,DEU,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,24.7214537561446,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,EU25,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,24.93490969,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,FRA,,FIN_PERSTUD,,ISCED11_3,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,33.1031657766965,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,MEX,,FIN_PERSTUD,,ISCED11_3,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,3828.52476141856,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,BEL,,FIN_PERSTUD,,ISCED11_1,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,22.5209465647506,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,AUT,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,39.0430188336915,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NZL,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,41.0036840612999,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,SWE,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,14869.3166394283,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,EU25,,FIN_PERSTUD,,ISCED11_35,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,14834.20854,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,GBR,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,32.7136498417376,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,EST,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,42.0777366566969,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,SWE,,FIN_PERSTUD,,ISCED11_3,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,23.3050225447152,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,MEX,,FIN_PERSTUD,,ISCED11_5T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,29.0424336918567,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,AUS,,FIN_PERSTUD,,ISCED11_5T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,24836.9368715661,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,FRA,,FIN_PERSTUD,,ISCED11_5,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,20114.2938451147,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,MEX,,FIN_PERSTUD,,ISCED11_34,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,16.1885345784673,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,ESP,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,12425.5484319581,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NOR,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,26.5835236575345,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NOR,,FIN_PERSTUD,,ISCED11_1,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,18036.7478533086,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,TUR,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,13.2577352894406,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NLD,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,17650.8917890325,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,LVA,,FIN_PERSTUD,,ISCED11_6T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,13692.215793072,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,CAN,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,15973.8108677924,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NZL,,FIN_PERSTUD,,ISCED11_5,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,11112.8261602967,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NOR,,FIN_PERSTUD,,ISCED11_1,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,26.5835236575345,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,PRT,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,30.1064392367248,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,CZE,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,13135.7237578154,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,SVK,,FIN_PERSTUD,,ISCED11_1,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,10223.4875810035,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,OECD,,FIN_PERSTUD,,ISCED11_3,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,25.0710926,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,DNK,,FIN_PERSTUD,,ISCED11_2,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,27.3352415981402,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,GBR,,FIN_PERSTUD,,ISCED11_1T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,17706.3555979875,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,SVN,,FIN_PERSTUD,,ISCED11_3,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,10927.8180663608,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,BGR,,FIN_PERSTUD,,ISCED11_5T8,,_T,,INST_EDU,,DIR_EXP,,V,,USD_PPP_ST,,_Z,,2021,,12305.3212735003,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,FIN,,FIN_PERSTUD,,ISCED11_34,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,18.9926924788319,,A,,0,,0,,,,_Z,
DATAFLOW,OECD.EDU.IMEP:DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD(3.0),,I,NLD,,FIN_PERSTUD,,ISCED11_3,,_T,,INST_EDU,,DIR_EXP,,_Z,,PT_B1GQ_POP,,_Z,,2021,,26.8253905535533,,A,,0,,0,,,,_Z,
